"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.044040732E0,-1.340752959E0,-2.537853718E-1,1.002691650E1,1.011934188E1
7.045963339E0,-1.309628367E0,-3.160346150E-1,1.012029076E1,1.020956852E1
7.047977499E0,-1.321599364E0,-3.519476354E-1,1.017296314E1,1.026448592E1
7.049930624E0,-1.326387763E0,-3.734954596E-1,1.018014526E1,1.027298209E1
7.051914267E0,-1.345541358E0,-4.429273009E-1,1.021845245E1,1.031617355E1
7.053867392E0,-1.333570361E0,-4.788403511E-1,1.023281765E1,1.033045280E1
7.055851035E0,-1.292868972E0,-4.644751251E-1,1.023521233E1,1.032699466E1
7.057834677E0,-1.247379065E0,-4.261679053E-1,1.019451046E1,1.027937825E1
7.059848837E0,-1.278503656E0,-3.854664862E-1,1.003888798E1,1.012731099E1
7.061771445E0,-1.302445769E0,-3.687070608E-1,9.950302124E0,1.004195311E1
7.063785605E0,-1.400607944E0,-3.303998411E-1,9.832986832E0,9.937730963E0
7.065708212E0,-1.539471745E0,-3.088520169E-1,9.742006302E0,9.867727682E0
7.067722372E0,-1.632845521E0,-3.184288144E-1,9.742006302E0,9.883029302E0
7.069675497E0,-1.831564307E0,-3.567360640E-1,9.844957352E0,1.002023322E1
7.071659140E0,-2.003946781E0,-4.261679053E-1,9.835380554E0,1.004649852E1
7.073612265E0,-2.061407566E0,-4.596867263E-1,9.837775230E0,1.006193493E1
7.075595908E0,-2.118868589E0,-5.578489900E-1,9.842563629E0,1.008349435E1
7.077549033E0,-2.149993181E0,-6.057330370E-1,9.909601212E0,1.015822718E1
7.079563193E0,-2.130839586E0,-6.105214357E-1,9.943120003E0,1.018719044E1
7.081516318E0,-2.032677174E0,-5.746083856E-1,9.981427193E0,1.020249186E1
7.083530478E0,-1.941697598E0,-5.171475410E-1,9.974244118E0,1.017463399E1
7.085483603E0,-1.896207690E0,-5.003881454E-1,9.981427193E0,1.017226035E1
7.087467245E0,-1.766920805E0,-5.075707436E-1,9.991003990E0,1.015873013E1
7.089389853E0,-1.692700624E0,-5.171475410E-1,9.974244118E0,1.013006529E1
7.091404013E0,-1.659181833E0,-5.315127969E-1,9.945513725E0,1.009696160E1
7.093387656E0,-1.654393315E0,-5.746083856E-1,9.914389610E0,1.006788525E1
7.095371298E0,-1.635239720E0,-6.272808313E-1,9.847352028E0,1.000189143E1
7.097324423E0,-1.654393315E0,-6.584054828E-1,9.763554573E0,9.924591323E0
7.099308066E0,-1.661576033E0,-7.302315235E-1,9.715670586E0,9.883740583E0
7.101261191E0,-1.683123827E0,-8.068459630E-1,9.627084732E0,9.806358481E0
7.103244833E0,-1.687912226E0,-8.667010069E-1,9.586383820E0,9.772357600E0
7.105197958E0,-1.695094824E0,-8.858546019E-1,9.583989143E0,9.772969494E0
7.107181601E0,-1.707065821E0,-9.528923035E-1,9.564835548E0,9.762589642E0
7.109134726E0,-1.675941229E0,-1.046266198E0,9.548076630E0,9.750344573E0
7.111148886E0,-1.644816518E0,-1.120486379E0,9.579200745E0,9.783761956E0
7.113102011E0,-1.616086125E0,-1.266532660E0,9.627084732E0,9.843607051E0
7.115085654E0,-1.606509328E0,-1.381454349E0,9.696516991E0,9.925307556E0
7.117008261E0,-1.604115129E0,-1.426944256E0,9.694122314E0,9.929016200E0
7.119022421E0,-1.671152830E0,-1.477222443E0,9.667786598E0,9.921745594E0
7.120945029E0,-1.745373011E0,-1.484405041E0,9.758766174E0,1.002413600E1
7.122959189E0,-1.783680320E0,-1.458068848E0,9.832986832E0,1.009926286E1
7.124912314E0,-1.843535304E0,-1.381454349E0,1.004367638E1,1.030448804E1
7.126926474E0,-1.865083098E0,-1.278503656E0,1.040759468E1,1.065040533E1
7.128879599E0,-1.886630893E0,-1.218648672E0,1.060631371E1,1.084151148E1
7.130863242E0,-1.958456993E0,-1.089361787E0,1.085291672E1,1.108187999E1
7.132816367E0,-2.070984364E0,-9.840168953E-1,1.106599998E1,1.130104514E1
7.134800009E0,-2.121262789E0,-9.481038451E-1,1.118092155E1,1.141979262E1
7.136783652E0,-2.236184359E0,-8.834604025E-1,1.137006378E1,1.162150477E1
7.138797812E0,-2.329558372E0,-8.164227605E-1,1.155202293E1,1.181281601E1
7.140720419E0,-2.367865562E0,-7.781155705E-1,1.165976238E1,1.192318372E1
7.142734579E0,-2.403778553E0,-7.134721279E-1,1.194946098E1,1.220970154E1
7.144657187E0,-2.410961151E0,-6.679822803E-1,1.217690945E1,1.243125326E1
7.146671347E0,-2.396595955E0,-6.560112834E-1,1.225113010E1,1.250056846E1
7.148624472E0,-2.382230759E0,-6.584054828E-1,1.235408115E1,1.259888258E1
7.150638632E0,-2.372653961E0,-6.751648784E-1,1.241872406E1,1.266136018E1
7.152591757E0,-2.355894566E0,-6.943184733E-1,1.242111874E1,1.266161554E1
7.154575400E0,-2.334346771E0,-7.110779285E-1,1.236844635E1,1.260687399E1
7.156498007E0,-2.300827742E0,-7.062895298E-1,1.222718811E1,1.246181296E1
7.158512167E0,-2.279279947E0,-6.919242740E-1,1.216972733E1,1.240065077E1
7.160465292E0,-2.243366957E0,-6.703764796E-1,1.203804588E1,1.226363113E1
7.162479452E0,-2.205059767E0,-6.224924326E-1,1.184411621E1,1.206370069E1
7.164463095E0,-2.142810583E0,-5.961562395E-1,1.168609810E1,1.189587862E1
7.166446738E0,-2.099714994E0,-5.219359994E-1,1.160230160E1,1.180231429E1
7.168399863E0,-2.025494576E0,-4.285621047E-1,1.139161205E1,1.157821743E1
7.170383505E0,-1.972822189E0,-3.782838583E-1,1.120725822E1,1.138585803E1
7.172306113E0,-1.936909199E0,-3.136404157E-1,1.108515358E1,1.125746941E1
7.174320273E0,-1.893813491E0,-2.394201756E-1,1.081460953E1,1.098178632E1
7.176303915E0,-1.886630893E0,-1.843535304E-1,1.057279491E1,1.074138514E1
7.178287558E0,-1.879448295E0,-1.699883193E-1,1.045308495E1,1.062206227E1
7.180210165E0,-1.872265697E0,-1.292868853E-1,1.024718285E1,1.041762210E1
7.182224326E0,-1.814804912E0,4.788403399E-3,1.006282997E1,1.022516928E1
7.184207968E0,-1.733402014E0,1.197100878E-1,9.988609314E0,1.013860587E1
7.186191611E0,-1.707065821E0,2.082955539E-1,9.832986832E0,9.982238766E0
7.188144736E0,-1.800439715E0,1.987187415E-1,9.758766174E0,9.925451604E0
7.190128378E0,-1.833958507E0,1.963245422E-1,9.777919769E0,9.950359900E0
7.192050986E0,-1.810016513E0,2.370259613E-1,9.761159897E0,9.930386881E0
7.194065146E0,-1.764526606E0,2.418143749E-1,9.720458984E0,9.882274597E0
7.196048788E0,-1.754949808E0,2.226607651E-1,9.674968719E0,9.835367119E0
7.198032431E0,-1.692700624E0,2.226607651E-1,9.521739960E0,9.673590082E0
7.199955038E0,-1.455674648E0,3.399766386E-1,9.390059471E0,9.508301093E0
7.201938681E0,-1.374271750E0,3.423708379E-1,9.344569206E0,9.451286383E0
7.203861288E0,-1.403002143E0,2.202665508E-1,9.370905876E0,9.477911653E0
7.205875449E0,-1.424550056E0,6.464344263E-2,9.504981041E0,9.611357148E0
7.207828574E0,-1.422155857E0,5.506663769E-2,9.540893555E0,9.646460980E0
7.209842734E0,-1.644816518E0,-1.915361360E-2,9.586383820E0,9.726486672E0
7.211765341E0,-1.881842494E0,-2.537853718E-1,9.600749016E0,9.786731827E0
7.213779501E0,-2.044648170E0,-3.256114423E-1,9.607931137E0,9.828476468E0
7.215732626E0,-2.291250944E0,-4.453215301E-1,9.651026726E0,9.929272834E0
7.217716269E0,-2.576161146E0,-6.129156351E-1,9.610325813E0,9.968482034E0
7.219638876E0,-2.726995707E0,-7.230489254E-1,9.612719536E0,1.001816761E1
7.221622519E0,-2.992752075E0,-8.786720037E-1,9.701305389E0,1.019038546E1
7.223575644E0,-3.236960649E0,-9.385270476E-1,9.811438560E0,1.037415413E1
7.225559286E0,-3.332728863E0,-9.433154464E-1,9.828198433E0,1.042067225E1
7.227542929E0,-3.550601006E0,-8.930372596E-1,9.950302124E0,1.060249006E1
7.229526572E0,-3.639186621E0,-8.331822157E-1,1.011550236E1,1.078245147E1
7.231479697E0,-3.682282209E0,-7.900865674E-1,1.024478912E1,1.091508787E1
7.233463339E0,-3.775655985E0,-6.967126727E-1,1.060870743E1,1.128209466E1
7.235446982E0,-3.883395195E0,-5.865794420E-1,1.103008747E1,1.170844410E1
7.237430624E0,-3.892971992E0,-5.315127969E-1,1.121204662E1,1.188056086E1
7.239383749E0,-3.869029999E0,-4.046200812E-1,1.149456215E1,1.213499359E1
7.241367392E0,-3.890577793E0,-2.513911724E-1,1.175313568E1,1.238289108E1
7.243320517E0,-3.864241600E0,-1.651999205E-1,1.185848141E1,1.247330090E1
7.245334677E0,-3.871424198E0,4.788403399E-3,1.195185471E1,1.256323124E1
7.247257285E0,-3.699041605E0,2.154781520E-1,1.198776817E1,1.254734735E1
7.249240927E0,-3.751713991E0,3.040636182E-1,1.199973869E1,1.257622921E1
7.251194052E0,-3.821146011E0,5.434837937E-1,1.210508347E1,1.270549398E1
7.253177695E0,-3.864241600E0,7.493851185E-1,1.212423706E1,1.274719834E1
7.255130820E0,-3.768473387E0,8.355764151E-1,1.216254425E1,1.276037077E1
7.257144980E0,-3.727771997E0,9.888052940E-1,1.197340298E1,1.257920502E1
7.259098105E0,-3.665522814E0,9.888052940E-1,1.172679996E1,1.232605496E1
7.261112265E0,-3.775655985E0,1.034295082E0,1.165018559E1,1.229032825E1
7.263065390E0,-4.082113743E0,1.110909581E0,1.163342571E1,1.237878696E1
7.265079550E0,-4.343081951E0,1.264138460E0,1.158793640E1,1.243948057E1
7.267002158E0,-3.998316765E0,1.496376038E0,1.120965195E1,1.199508128E1
7.269016318E0,-3.931279182E0,1.632845521E0,1.099417400E1,1.178952936E1
7.270999960E0,-3.981557369E0,1.403002143E0,1.071165848E1,1.151350691E1
7.272983603E0,-4.086902142E0,1.130063176E0,1.062546730E1,1.144029577E1
7.274936728E0,-4.086902142E0,1.041477680E0,1.055842972E1,1.136960347E1
7.276920370E0,-3.861847401E0,9.911994934E-1,1.027351952E1,1.102005195E1
7.278904013E0,-3.641580820E0,9.576807022E-1,9.648633003E0,1.035733470E1
7.280887656E0,-3.629609823E0,8.499416113E-1,9.222464561E0,9.947377584E0
7.282871298E0,-3.648763418E0,5.770025849E-1,8.633491516E0,9.390611387E0
7.284885458E0,-3.564966440E0,3.232172430E-1,8.303091049E0,9.041834774E0
7.286838583E0,-3.507505417E0,2.681505978E-1,8.197746277E0,8.920624586E0
7.288852743E0,-3.320757866E0,3.040636182E-1,8.046912193E0,8.710492715E0
7.290805868E0,-3.385401249E0,2.059013397E-1,7.946355343E0,8.639901632E0
7.292789511E0,-3.450044632E0,1.005564705E-1,7.872135162E0,8.595547195E0
7.294712118E0,-3.433285236E0,-1.173158810E-1,7.663839817E0,8.398550546E0
7.296726279E0,-3.363853455E0,-2.729389966E-1,7.489062786E0,8.214381728E0
7.298679404E0,-3.366247654E0,-3.303998411E-1,7.366958618E0,8.106347303E0
7.300663046E0,-3.399766445E0,-4.261679053E-1,7.012616634E0,7.804922999E0
7.302585654E0,-3.488351822E0,-4.548983276E-1,6.914454460E0,7.757912825E0
7.304599814E0,-3.459621429E0,-4.692635238E-1,6.873753071E0,7.709582996E0
7.306552939E0,-3.277662039E0,-4.884171486E-1,6.670246124E0,7.448073785E0
7.308567099E0,-3.203441858E0,-5.195417404E-1,6.689399719E0,7.435054268E0
7.310550742E0,-3.260902643E0,-5.051765442E-1,6.797138691E0,7.555778171E0
7.312534384E0,-3.320757866E0,-4.740519226E-1,7.230489254E0,7.970704667E0
7.314487509E0,-3.270479441E0,-5.123591423E-1,7.632715225E0,8.319668826E0
7.316501669E0,-3.174711466E0,-5.530605912E-1,7.781155586E0,8.422057419E0
7.318424277E0,-3.023876667E0,-5.985504389E-1,8.111555099E0,8.677523775E0
7.320407919E0,-2.894589901E0,-6.703764796E-1,8.288725853E0,8.805170730E0
7.322361044E0,-2.825158119E0,-7.062895298E-1,8.257601738E0,8.756046469E0
7.324344687E0,-2.705447912E0,-7.589619160E-1,8.305485725E0,8.767928189E0
7.326328329E0,-2.698265314E0,-7.398083210E-1,8.295908928E0,8.755001827E0
7.328311972E0,-2.779668093E0,-6.919242740E-1,8.427590370E0,8.901100682E0
7.330265097E0,-2.789244890E0,-5.698199868E-1,8.535328865E0,8.997578603E0
7.332248740E0,-2.731784105E0,-3.734954596E-1,8.719682693E0,9.145217850E0
7.334201865E0,-2.650381327E0,-2.346317619E-1,8.894459724E0,9.283910115E0
7.336216025E0,-2.612074137E0,4.309562966E-2,9.062053680E0,9.431097785E0
7.338169150E0,-2.626439333E0,3.806780577E-1,9.545681953E0,9.907731492E0
7.340152792E0,-2.597708941E0,7.398083210E-1,1.028309631E1,1.063190848E1
7.342136435E0,-2.580949545E0,9.121908545E-1,1.067574501E1,1.102111266E1
7.344150595E0,-2.576161146E0,1.211466074E0,1.152089882E1,1.186740772E1
7.346073202E0,-2.614468336E0,1.453280449E0,1.233253288E1,1.269010780E1
7.348087363E0,-2.636016130E0,1.546654344E0,1.268208599E1,1.304515334E1
7.350040488E0,-2.645592928E0,1.697489023E0,1.328303146E1,1.364989215E1
7.352054648E0,-2.691082716E0,1.795651317E0,1.382172680E1,1.419529575E1
7.353977255E0,-2.734178305E0,1.853112102E0,1.406832886E1,1.445086960E1
7.355991415E0,-2.758120298E0,1.924938202E0,1.454956341E1,1.493326522E1
7.357944540E0,-2.798821688E0,1.960851192E0,1.501643276E1,1.540037640E1
7.359958701E0,-2.798821688E0,1.958456993E0,1.521275806E1,1.559156710E1
7.361911826E0,-2.841917515E0,1.972822189E0,1.554794598E1,1.592818717E1
7.363925986E0,-2.964021683E0,2.087743998E0,1.578976059E1,1.620063699E1
7.365879111E0,-2.975992680E0,2.104503393E0,1.583046150E1,1.624465999E1
7.367893271E0,-2.863465309E0,1.999158382E0,1.573948193E1,1.612226284E1
7.369815878E0,-2.717418909E0,1.826775908E0,1.536838055E1,1.571332544E1
7.371830038E0,-2.671929121E0,1.714248419E0,1.506671143E1,1.539752078E1
7.373813681E0,-2.736572504E0,1.443703651E0,1.433408546E1,1.466421206E1
7.375797324E0,-2.906560898E0,1.089361787E0,1.339795303E1,1.375281611E1
7.377750449E0,-2.995146275E0,8.714894056E-1,1.289995861E1,1.327174921E1
7.379734091E0,-3.181894064E0,4.716577232E-1,1.207874775E1,1.249972232E1
7.381717734E0,-3.327940464E0,1.460463107E-1,1.159272480E1,1.206183177E1
7.383731894E0,-3.483563423E0,-8.619125932E-2,1.113543224E1,1.166792588E1
7.385654501E0,-3.557783842E0,-1.771709323E-1,1.091755962E1,1.148400294E1
7.387668661E0,-3.632004023E0,-2.753331959E-1,1.059194851E1,1.120074260E1
7.389621786E0,-3.677493811E0,-2.681505978E-1,1.024239445E1,1.088588579E1
7.391635947E0,-3.684676409E0,-2.322375625E-1,1.008198357E1,1.073672050E1
7.393589072E0,-3.593696833E0,-1.029506698E-1,9.885659218E0,1.051910234E1
7.395572714E0,-3.406949043E0,7.661445439E-2,9.787496567E0,1.036379567E1
7.397525839E0,-3.270479441E0,1.867477298E-1,9.753977776E0,1.028936310E1
7.399539999E0,-2.964021683E0,4.141969085E-1,9.765948296E0,1.021424152E1
7.401523642E0,-2.657563925E0,6.943184733E-1,9.892841339E0,1.026708498E1
7.403507285E0,-2.501940727E0,8.451532125E-1,9.983820915E0,1.032718119E1
7.405429892E0,-2.183511972E0,1.149216771E0,1.010353088E1,1.040046922E1
7.407413535E0,-1.862688899E0,1.470039845E0,1.020408726E1,1.047635547E1
7.409366660E0,-1.721431017E0,1.620874524E0,1.026633644E1,1.053509482E1
7.411350302E0,-1.477222443E0,1.929726601E0,1.041477776E1,1.069456061E1
7.413333945E0,-1.271321058E0,2.233790159E0,1.050575733E1,1.081559119E1
7.415348105E0,-1.201889277E0,2.372653961E0,1.054406452E1,1.087434234E1
7.417270712E0,-1.122880578E0,2.650381327E0,1.060870743E1,1.099227252E1
7.419284872E0,-1.118092179E0,2.899378300E0,1.063264942E1,1.107744367E1
7.421237997E0,-1.115697980E0,3.028665066E0,1.064940929E1,1.112778111E1
7.423221640E0,-1.149216771E0,3.270479441E0,1.063504410E1,1.118574530E1
7.425174765E0,-1.192312479E0,3.490746021E0,1.056800652E1,1.119328721E1
7.427158408E0,-1.225831270E0,3.593696833E0,1.051533413E1,1.117987348E1
7.429111533E0,-1.312022567E0,3.816357613E0,1.044829655E1,1.120057540E1
7.431095175E0,-1.407790542E0,4.003105164E0,1.035492229E1,1.119067205E1
7.433078818E0,-1.477222443E0,4.079719543E0,1.033337498E1,1.120736080E1
7.435062460E0,-1.714248419E0,4.228160381E0,1.027112484E1,1.123886086E1
7.436985068E0,-2.006340981E0,4.374206543E0,1.025197124E1,1.132528152E1
7.438968710E0,-2.169146776E0,4.422090530E0,1.023760605E1,1.136083888E1
7.440891318E0,-2.463633537E0,4.508281708E0,1.018732834E1,1.140945892E1
7.442905478E0,-2.741360903E0,4.541800499E0,1.012986755E1,1.143491268E1
7.444889120E0,-2.870647907E0,4.553771496E0,1.008437729E1,1.143119064E1
7.446903281E0,-3.095702887E0,4.589684486E0,9.986215591E0,1.141810325E1
7.448825888E0,-3.311181068E0,4.580107689E0,9.856928825E0,1.136223360E1
7.450840048E0,-3.418920040E0,4.575319290E0,9.782708168E0,1.132801571E1
7.452823691E0,-3.596091032E0,4.589684486E0,9.646238327E0,1.127151224E1
7.454807333E0,-3.763684988E0,4.589684486E0,9.473855972E0,1.117964558E1
7.456729941E0,-3.842693806E0,4.625597477E0,9.375694275E0,1.113849590E1
7.458744101E0,-3.981557369E0,4.687847137E0,9.117119789E0,1.099775355E1
7.460727743E0,-4.127603531E0,4.783615112E0,8.805873871E0,1.083805790E1
7.462711386E0,-4.254496574E0,4.893748283E0,8.554482460E0,1.073446242E1
7.464664511E0,-4.333505154E0,4.955997467E0,8.449137688E0,1.071116733E1
7.466648154E0,-4.467580318E0,5.114014626E0,8.231265068E0,1.067080803E1
7.468631796E0,-4.589684486E0,5.250484467E0,7.996633530E0,1.061032227E1
7.470645956E0,-4.642356873E0,5.324704647E0,7.891288757E0,1.059133585E1
7.472599081E0,-4.738125324E0,5.487510204E0,7.702147007E0,1.057760220E1
7.474613242E0,-4.845864296E0,5.667075634E0,7.479485989E0,1.056129053E1
7.476566367E0,-4.905719280E0,5.741295815E0,7.369352818E0,1.055158378E1
7.478580527E0,-4.984727859E0,5.880159378E0,7.192182064E0,1.054283022E1
7.480533652E0,-4.975151062E0,6.011840343E0,7.055712223E0,1.052033400E1
7.482547812E0,-4.927267075E0,6.066906929E0,6.988674641E0,1.048460270E1
7.484531454E0,-4.788403511E0,6.150704384E0,6.914454460E0,1.041967625E1
7.486515097E0,-4.592078686E0,6.251260757E0,6.785167694E0,1.030552999E1
7.488437704E0,-4.505887508E0,6.299144745E0,6.655880928E0,1.021190470E1
7.490451865E0,-4.340687752E0,6.421248913E0,6.356605530E0,1.002399330E1
7.492435507E0,-4.237737179E0,6.505045891E0,6.081272125E0,9.861841060E0
7.494419150E0,-4.192247391E0,6.543353081E0,5.956773758E0,9.791504549E0
7.496341757E0,-4.103661537E0,6.596025467E0,5.635950565E0,9.597475124E0
7.498355917E0,-3.885789394E0,6.773196697E0,5.305551052E0,9.440573324E0
7.500339560E0,-3.722983599E0,6.928819656E0,5.221754074E0,9.441179180E0
7.502353720E0,-3.375824451E0,7.228095055E0,5.123591423E0,9.481178087E0
7.504306845E0,-3.129221678E0,7.400477409E0,5.109226227E0,9.521727093E0
7.506290488E0,-2.997540474E0,7.381323814E0,5.171475887E0,9.498071015E0
7.508243613E0,-2.908955097E0,7.357381821E0,5.190629482E0,9.462331712E0
7.510257773E0,-2.681505919E0,7.268796444E0,5.149928093E0,9.303098145E0
7.512210898E0,-2.418143749E0,7.161057472E0,4.987122059E0,9.055360277E0
7.514225058E0,-2.281674147E0,7.103596210E0,4.881777287E0,8.916213631E0
7.516147665E0,-1.987187386E0,7.000645638E0,4.747702122E0,8.688994676E0
7.518161826E0,-1.699883223E0,6.938396454E0,4.687847137E0,8.544405135E0
7.520114951E0,-1.568202138E0,6.921637058E0,4.692635536E0,8.508181109E0
7.522098593E0,-1.271321058E0,6.871358871E0,4.663905144E0,8.401418997E0
7.524021201E0,-1.029506683E0,6.864176273E0,4.592078686E0,8.322498818E0
7.526004843E0,-9.074024558E-1,6.861782074E0,4.553771496E0,8.285183600E0
7.527957968E0,-7.398083210E-1,6.847416878E0,4.441244125E0,8.195064590E0
7.529941611E0,-6.009446383E-1,6.861782074E0,4.371812344E0,8.158304411E0
7.531894736E0,-5.554547906E-1,6.861782074E0,4.319139957E0,8.126964576E0
7.533908896E0,-4.333505034E-1,6.873753071E0,4.266467571E0,8.101791128E0
7.535831503E0,-3.327940404E-1,6.880935669E0,4.225766182E0,8.081777489E0
7.537845663E0,-2.849099934E-1,6.895300865E0,4.201824188E0,8.079707559E0
7.539798788E0,-2.011129409E-1,6.912060261E0,4.180276394E0,8.080330079E0
7.541812949E0,-1.532289088E-1,6.892906666E0,4.175487995E0,8.060418190E0
7.543796591E0,-1.412578970E-1,6.864176273E0,4.177882195E0,8.036888038E0
7.545780234E0,-1.292868853E-1,6.845022678E0,4.199429989E0,8.031579097E0
7.547702841E0,-1.747767180E-1,6.828263283E0,4.206612587E0,8.021927188E0
7.549717001E0,-1.915361285E-1,6.816292286E0,4.216189384E0,8.017155327E0
7.551700644E0,-2.394201756E-1,6.811503887E0,4.189853191E0,8.000548543E0
7.553714804E0,-2.849099934E-1,6.773196697E0,4.187458992E0,7.968198041E0
7.555667929E0,-3.160346150E-1,6.770802498E0,4.206612587E0,7.977420247E0
7.557682089E0,-3.399766386E-1,6.773196697E0,4.218583584E0,7.986753099E0
7.559604697E0,-3.950432837E-1,6.727706909E0,4.223371983E0,7.953299338E0
7.561618857E0,-4.261679053E-1,6.691793919E0,4.235342979E0,7.930942888E0
7.563602499E0,-4.740519226E-1,6.574477673E0,4.244919777E0,7.840141951E0
7.565616660E0,-5.123591423E-1,6.466738701E0,4.259284973E0,7.760330521E0
7.567539267E0,-5.003881454E-1,6.440402508E0,4.292803764E0,7.756116097E0
7.569553427E0,-4.764461517E-1,6.409277916E0,4.328716755E0,7.748782684E0
7.571537070E0,-3.878606856E-1,6.423643112E0,4.386177540E0,7.787950960E0
7.573520712E0,-2.585737705E-1,6.435614109E0,4.424484730E0,7.814093324E0
7.575443320E0,-2.011129409E-1,6.428431511E0,4.410119534E0,7.798354468E0
7.577457480E0,-1.005564705E-1,6.378153324E0,4.386177540E0,7.741414912E0
7.579441122E0,-2.394201607E-2,6.279991150E0,4.371812344E0,7.651902066E0
7.581424765E0,9.576806799E-3,6.232107162E0,4.381389141E0,7.618124586E0
7.583377890E0,7.182605099E-3,6.102819920E0,4.395754337E0,7.521111537E0
7.585361533E0,-2.394201756E-1,5.760449409E0,4.304774761E0,7.195219605E0
7.587314658E0,-3.974374831E-1,5.573701382E0,4.218583584E0,7.001467782E0
7.589298300E0,-4.716577232E-1,5.449203014E0,4.122815132E0,6.849370709E0
7.591281943E0,-3.998316824E-1,5.485116005E0,4.036623955E0,6.822074165E0
7.593265585E0,-3.256114423E-1,5.554547787E0,3.948038578E0,6.822465283E0
7.595188193E0,-1.244984865E-1,5.729324818E0,3.787626982E0,6.869263490E0
7.597171835E0,4.309562966E-2,5.868188381E0,3.639186621E0,6.905155420E0
7.599094443E0,1.173158810E-1,5.920860767E0,3.574543238E0,6.917204247E0
7.601108603E0,2.370259613E-1,5.961562157E0,3.543418407E0,6.939179971E0
7.603061728E0,3.232172430E-1,5.971138954E0,3.624821424E0,6.992731952E0
7.605075888E0,3.016694188E-1,5.904101372E0,3.667917013E0,6.957228806E0
7.607059531E0,-7.661445439E-2,5.470750809E0,3.699041605E0,6.604384376E0
7.609043173E0,-1.891419291E-1,5.303156853E0,3.823540211E0,6.540543327E0
7.610996298E0,-1.819593310E-1,5.300762653E0,3.900154591E0,6.583494493E0
7.613010458E0,-7.900865376E-2,5.372588634E0,3.840299606E0,6.604456985E0
7.614933066E0,4.788403399E-3,5.446808815E0,3.672705412E0,6.569361783E0
7.616947226E0,2.873042040E-2,5.482721806E0,3.588908434E0,6.552963267E0
7.618869833E0,3.591302410E-2,5.487510204E0,3.414131641E0,6.462998751E0
7.620883993E0,1.436521020E-2,5.480327606E0,3.332728863E0,6.414146763E0
7.622806601E0,-2.394201700E-3,5.468356609E0,3.325546265E0,6.400170912E0
7.624820761E0,-9.576806799E-3,5.449203014E0,3.325546265E0,6.383820421E0
7.626773886E0,1.197100803E-2,5.482721806E0,3.361459255E0,6.431157752E0
7.628757529E0,2.633621916E-2,5.501875401E0,3.356670856E0,6.445041952E0
7.630680136E0,7.900865376E-2,5.540182590E0,3.337517262E0,6.468298615E0
7.632694296E0,1.053448766E-1,5.564124584E0,3.275267839E0,6.457395710E0
7.634647421E0,1.005564705E-1,5.566518784E0,3.251325846E0,6.447275605E0
7.636661581E0,1.125274822E-1,5.600037575E0,3.234566450E0,6.468037059E0
7.638614706E0,1.101332754E-1,5.607220173E0,3.201047659E0,6.457534632E0
7.640598349E0,1.173158810E-1,5.616796970E0,3.174711466E0,6.452981025E0
7.642551474E0,1.604115069E-1,5.643133640E0,3.124433279E0,6.452346275E0
7.644565634E0,1.580173075E-1,5.657498837E0,3.081337690E0,6.444137221E0
7.646488242E0,1.604115069E-1,5.679046631E0,3.064578056E0,6.455148422E0
7.648502402E0,1.460463107E-1,5.722142220E0,3.033453465E0,6.478123264E0
7.650486044E0,1.340752989E-1,5.755661011E0,3.004723072E0,6.494148951E0
7.652469687E0,-1.891419291E-1,5.784391403E0,2.980781078E0,6.509993426E0
7.654422812E0,-4.572925270E-1,5.784391403E0,2.942473888E0,6.505878338E0
7.656406454E0,-6.751648784E-1,5.791574001E0,2.825158119E0,6.479173977E0
7.658390097E0,-7.637503147E-1,5.793968201E0,2.801215887E0,6.480755550E0
7.660373740E0,-7.757213712E-1,5.791574001E0,2.808398485E0,6.483145464E0
7.662326865E0,-7.829039693E-1,5.760449409E0,2.887407303E0,6.490981201E0
7.664310507E0,-7.805097699E-1,5.698200226E0,2.964021683E0,6.470247743E0
7.666263632E0,-7.613561153E-1,5.669469833E0,2.956839085E0,6.439367104E0
7.668277792E0,-7.517793179E-1,5.623979568E0,2.918531895E0,6.380607083E0
7.670200400E0,-7.589619160E-1,5.635950565E0,2.837129116E0,6.355254801E0
7.672214560E0,-7.709329724E-1,5.659893036E0,2.779668093E0,6.352580699E0
7.674137167E0,-8.331822157E-1,5.724536419E0,2.669534922E0,6.371100887E0
7.676120810E0,-9.145850539E-1,5.846640587E0,2.585737944E0,6.457996027E0
7.678073935E0,-9.768342972E-1,5.908889771E0,2.549824715E0,6.509284879E0
7.680057577E0,-1.063025594E0,6.062118530E0,2.446874142E0,6.623178810E0
7.682041220E0,-1.156399369E0,6.229712963E0,2.387019157E0,6.770852499E0
7.684024863E0,-1.204283476E0,6.313509941E0,2.343923569E0,6.841394899E0
7.686008505E0,-1.316810966E0,6.478709698E0,2.248155355E0,6.982970211E0
7.688022665E0,-1.326387763E0,6.660669327E0,2.169146776E0,7.129447252E0
7.689975790E0,-1.345541358E0,6.754043102E0,2.099714994E0,7.199748803E0
7.691959433E0,-1.350329757E0,6.904877663E0,1.956062794E0,7.302527483E0
7.693882040E0,-1.285686255E0,7.060500622E0,1.886630893E0,7.420447042E0
7.695896201E0,-1.249773264E0,7.149086475E0,1.869871497E0,7.494517333E0
7.697879843E0,-1.113303781E0,7.366958618E0,1.881842494E0,7.684585595E0
