"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.101580794E2,6.506340269E1,2.560225547E1,2.784176790E1,4.533196189E1,2.855875254E0,2.413512421E2,1.424856619E0,6.000000000E0,3.000000000E0,3.800000000E1
3.111648524E2,6.506339115E1,2.560220886E1,2.810663132E1,4.559681863E1,2.773849249E0,2.422610168E2,1.427072632E0,6.000000000E0,3.000000000E0,3.600000000E1
3.121556522E2,6.506338221E1,2.560216660E1,2.786046600E1,4.535064766E1,2.673310041E0,2.415691681E2,1.428724506E0,6.000000000E0,3.000000000E0,3.800000000E1
3.131622760E2,6.506337752E1,2.560213317E1,2.742497535E1,4.491515320E1,2.560388803E0,2.415211792E2,1.430443108E0,6.000000000E0,3.000000000E0,3.600000000E1
3.141532723E2,6.506337337E1,2.560209786E1,2.753733776E1,4.502751180E1,2.433083296E0,2.436331177E2,1.432118192E0,6.000000000E0,3.000000000E0,3.700000000E1
3.151423094E2,6.506337274E1,2.560206216E1,2.762803494E1,4.511820610E1,2.318605900E0,2.367612915E2,1.434011676E0,6.000000000E0,3.000000000E0,3.800000000E1
3.161686718E2,6.506336576E1,2.560202532E1,2.817231558E1,4.566248204E1,2.196354389E0,2.405949097E2,1.435828797E0,6.000000000E0,3.000000000E0,3.800000000E1
3.171646089E2,6.506336239E1,2.560198739E1,2.811958389E1,4.560974655E1,2.087597370E0,2.396910095E2,1.437918889E0,6.000000000E0,3.000000000E0,3.800000000E1
3.181498884E2,6.506336090E1,2.560194295E1,2.776410868E1,4.525426757E1,1.995727062E0,2.591029663E2,1.440035683E0,6.000000000E0,3.000000000E0,3.900000000E1
3.191512347E2,6.506335700E1,2.560189876E1,2.778372755E1,4.527388202E1,1.906350613E0,2.424418488E2,1.442467410E0,6.000000000E0,3.000000000E0,3.600000000E1
3.201533855E2,6.506335179E1,2.560184838E1,2.804372134E1,4.553387057E1,1.841156840E0,2.397505951E2,1.445319753E0,6.000000000E0,3.000000000E0,3.600000000E1
3.211361233E2,6.506334941E1,2.560178780E1,2.832125099E1,4.581139497E1,1.761846423E0,2.457584229E2,1.447418690E0,6.000000000E0,3.000000000E0,3.700000000E1
3.221442525E2,6.506334513E1,2.560174420E1,2.845027355E1,4.594041305E1,1.682804823E0,2.484624481E2,1.449356198E0,6.000000000E0,3.000000000E0,3.800000000E1
3.231720985E2,6.506333958E1,2.560170502E1,2.860278895E1,4.609292397E1,1.628575325E0,2.467944336E2,1.452203230E0,6.000000000E0,3.000000000E0,3.700000000E1
3.241529526E2,6.506333704E1,2.560164459E1,2.869293097E1,4.618306071E1,1.574344873E0,2.469318237E2,1.456911788E0,6.000000000E0,3.000000000E0,3.800000000E1
3.251604965E2,6.506333743E1,2.560154416E1,3.000878506E1,4.749890729E1,1.586282015E0,2.550267029E2,1.460601209E0,6.000000000E0,3.000000000E0,3.800000000E1
3.261738123E2,6.506333646E1,2.560146550E1,3.017058833E1,4.766070433E1,1.618981719E0,2.679038391E2,1.463791932E0,6.000000000E0,3.000000000E0,3.800000000E1
3.271592179E2,6.506333301E1,2.560139793E1,3.039635697E1,4.788646690E1,1.638006568E0,2.587486572E2,1.466847348E0,6.000000000E0,3.000000000E0,3.800000000E1
3.281413953E2,6.506332868E1,2.560133357E1,3.038035788E1,4.787046174E1,1.645185828E0,2.598746948E2,1.469651518E0,6.000000000E0,3.000000000E0,3.700000000E1
3.291645762E2,6.506332630E1,2.560127402E1,3.041296185E1,4.790306054E1,1.594901800E0,2.572964478E2,1.470971017E0,6.000000000E0,3.000000000E0,3.800000000E1
3.301491307E2,6.506332331E1,2.560124679E1,3.000693782E1,4.749703363E1,1.532564163E0,2.493371735E2,1.473031136E0,6.000000000E0,3.000000000E0,3.800000000E1
3.311522525E2,6.506332020E1,2.560120347E1,2.999855919E1,4.748865087E1,1.485003829E0,2.437246246E2,1.476109309E0,6.000000000E0,3.000000000E0,3.700000000E1
3.321626983E2,6.506331295E1,2.560114010E1,3.074762766E1,4.823771255E1,1.436437368E0,2.459413452E2,1.479021459E0,6.000000000E0,3.000000000E0,3.800000000E1
3.331626873E2,6.506330708E1,2.560107956E1,3.050156463E1,4.799164331E1,1.392433524E0,2.444923553E2,1.483490903E0,6.000000000E0,3.000000000E0,3.700000000E1
3.341608885E2,6.506330746E1,2.560098423E1,3.125940260E1,4.874947415E1,1.410113454E0,2.684626465E2,1.487487797E0,6.000000000E0,3.000000000E0,3.800000000E1
3.351396470E2,6.506330389E1,2.560089940E1,3.127866494E1,4.876872908E1,1.424945951E0,2.653684387E2,1.491041873E0,6.000000000E0,3.000000000E0,3.800000000E1
3.361498308E2,6.506330047E1,2.560082403E1,3.131229247E1,4.880234995E1,1.446201563E0,2.532304993E2,1.494492274E0,6.000000000E0,3.000000000E0,3.800000000E1
3.371406376E2,6.506329502E1,2.560075157E1,3.147717622E1,4.896722671E1,1.444367170E0,2.495966949E2,1.497779450E0,6.000000000E0,3.000000000E0,3.700000000E1
3.381620423E2,6.506328709E1,2.560068402E1,3.151128283E1,4.900132602E1,1.437261462E0,2.484924774E2,1.500493397E0,6.000000000E0,3.000000000E0,3.700000000E1
3.391612914E2,6.506327761E1,2.560063068E1,3.123208779E1,4.872212434E1,1.427036166E0,2.627073364E2,1.502530978E0,6.000000000E0,3.000000000E0,3.800000000E1
3.401510960E2,6.506327335E1,2.560058841E1,3.130658152E1,4.879661369E1,1.414564729E0,2.607736816E2,1.504695272E0,6.000000000E0,3.000000000E0,3.800000000E1
3.411658082E2,6.506326791E1,2.560054408E1,3.118866654E1,4.867869385E1,1.407481670E0,2.582750244E2,1.506858243E0,6.000000000E0,3.000000000E0,3.700000000E1
3.421569446E2,6.506326371E1,2.560049904E1,3.105675382E1,4.854677656E1,1.398323298E0,2.534092560E2,1.509659342E0,6.000000000E0,3.000000000E0,3.700000000E1
3.431869208E2,6.506325680E1,2.560044158E1,3.139564735E1,4.888566383E1,1.410869837E0,2.521281586E2,1.512604455E0,6.000000000E0,3.000000000E0,3.700000000E1
3.441421146E2,6.506324886E1,2.560038164E1,3.132554530E1,4.881555506E1,1.452475786E0,2.442539368E2,1.517407536E0,6.000000000E0,3.000000000E0,3.700000000E1
3.451655498E2,6.506323948E1,2.560028164E1,3.205525032E1,4.954524991E1,1.570627451E0,2.392658386E2,1.523310040E0,6.000000000E0,3.000000000E0,3.800000000E1
3.461517543E2,6.506322896E1,2.560015823E1,3.242682848E1,4.991681581E1,1.676670194E0,2.489670410E2,1.526932559E0,6.000000000E0,3.000000000E0,3.900000000E1
3.471504654E2,6.506322048E1,2.560008363E1,3.256514198E1,5.005512132E1,1.762067080E0,2.550035248E2,1.530377514E0,6.000000000E0,3.000000000E0,3.800000000E1
3.481588631E2,6.506321673E1,2.560001068E1,3.241303355E1,4.990300632E1,1.808294058E0,2.572275696E2,1.533414617E0,6.000000000E0,3.000000000E0,3.800000000E1
3.491621134E2,6.506321135E1,2.559994717E1,3.241244232E1,4.990240879E1,1.831902504E0,2.579279175E2,1.536361023E0,6.000000000E0,3.000000000E0,3.800000000E1
3.501461480E2,6.506320436E1,2.559988655E1,3.195557481E1,4.944553475E1,1.822419643E0,2.575778809E2,1.538909554E0,6.000000000E0,3.000000000E0,3.700000000E1
3.511706841E2,6.506319990E1,2.559983323E1,3.195704948E1,4.944700415E1,1.823337674E0,2.539100189E2,1.542071991E0,6.000000000E0,3.000000000E0,3.700000000E1
3.521452055E2,6.506319532E1,2.559976666E1,3.178657377E1,4.927652212E1,1.819425464E0,2.536171570E2,1.545019582E0,6.000000000E0,3.000000000E0,3.800000000E1
3.531558146E2,6.506318963E1,2.559970525E1,3.203370867E1,4.952365079E1,1.818064213E0,2.531675720E2,1.548007565E0,6.000000000E0,3.000000000E0,3.700000000E1
3.541660361E2,6.506318183E1,2.559964426E1,3.173198365E1,4.922191899E1,1.854120612E0,2.478323822E2,1.551193299E0,6.000000000E0,3.000000000E0,3.700000000E1
3.551549987E2,6.506316820E1,2.559958449E1,3.172103482E1,4.921096187E1,1.854010940E0,2.435287018E2,1.553937781E0,6.000000000E0,3.000000000E0,3.800000000E1
3.561492852E2,6.506315945E1,2.559952975E1,3.211871110E1,4.960863159E1,1.845400810E0,2.424577026E2,1.556820214E0,6.000000000E0,3.000000000E0,3.800000000E1
3.571708675E2,6.506315165E1,2.559947112E1,3.253500814E1,5.002492203E1,1.825251818E0,2.528970947E2,1.559465617E0,6.000000000E0,3.000000000E0,3.800000000E1
3.581628736E2,6.506314560E1,2.559941654E1,3.182589135E1,4.931579942E1,1.792585373E0,2.519932251E2,1.561905459E0,6.000000000E0,3.000000000E0,3.700000000E1
3.591696275E2,6.506314060E1,2.559936587E1,3.198727075E1,4.947717360E1,1.740857840E0,2.540297089E2,1.564243914E0,6.000000000E0,3.000000000E0,3.800000000E1
3.601554858E2,6.506313936E1,2.559931608E1,3.190160935E1,4.939150807E1,1.695819855E0,2.550590363E2,1.567593822E0,6.000000000E0,3.000000000E0,3.800000000E1
3.611566097E2,6.506314327E1,2.559924523E1,3.194575691E1,4.943565133E1,1.675653934E0,2.606845093E2,1.570946170E0,6.000000000E0,3.000000000E0,3.800000000E1
3.621640546E2,6.506314335E1,2.559917372E1,3.166028662E1,4.915017563E1,1.654882908E0,2.621134644E2,1.573976693E0,6.000000000E0,3.000000000E0,3.800000000E1
3.631771516E2,6.506314862E1,2.559911030E1,3.170178194E1,4.919166758E1,1.637826204E0,2.815154419E2,1.577154748E0,6.000000000E0,3.000000000E0,3.800000000E1
3.641629730E2,6.506315693E1,2.559904544E1,3.175867608E1,4.924855907E1,1.644630551E0,2.810678101E2,1.580669493E0,6.000000000E0,3.000000000E0,3.800000000E1
3.651474877E2,6.506316617E1,2.559897375E1,3.179367911E1,4.928355921E1,1.643000484E0,2.873582153E2,1.583734347E0,6.000000000E0,3.000000000E0,3.800000000E1
3.661576814E2,6.506317400E1,2.559891107E1,3.180587464E1,4.929575213E1,1.614649177E0,2.834389954E2,1.586300619E0,6.000000000E0,3.000000000E0,3.800000000E1
3.671416960E2,6.506318082E1,2.559885877E1,3.131579906E1,4.880567445E1,1.593823314E0,2.821588745E2,1.588947579E0,6.000000000E0,3.000000000E0,3.800000000E1
3.681341092E2,6.506318519E1,2.559880327E1,3.162041934E1,4.911029173E1,1.581942439E0,2.724001465E2,1.591549301E0,6.000000000E0,3.000000000E0,3.800000000E1
3.691483007E2,6.506319231E1,2.559875040E1,3.154046026E1,4.903033060E1,1.568583965E0,2.755126343E2,1.594492481E0,6.000000000E0,3.000000000E0,3.700000000E1
3.701576110E2,6.506319971E1,2.559869013E1,3.125460811E1,4.874447592E1,1.564626098E0,2.744014282E2,1.597628733E0,6.000000000E0,3.000000000E0,3.800000000E1
3.711377614E2,6.506320599E1,2.559862491E1,3.165975398E1,4.914961856E1,1.583478332E0,2.718165588E2,1.601276843E0,6.000000000E0,3.000000000E0,3.700000000E1
3.721544698E2,6.506321297E1,2.559854888E1,3.161374976E1,4.910361049E1,1.607261539E0,2.720391235E2,1.605040843E0,6.000000000E0,3.000000000E0,3.700000000E1
3.731642948E2,6.506322072E1,2.559847072E1,3.191627786E1,4.940613479E1,1.639703512E0,2.741668396E2,1.608079495E0,6.000000000E0,3.000000000E0,3.800000000E1
3.741379165E2,6.506322732E1,2.559840783E1,3.173421308E1,4.922406706E1,1.642241478E0,2.760028076E2,1.611286408E0,6.000000000E0,3.000000000E0,3.700000000E1
3.751328833E2,6.506323638E1,2.559834289E1,3.185577726E1,4.934562882E1,1.657082200E0,2.799704895E2,1.614833169E0,6.000000000E0,3.000000000E0,3.600000000E1
3.761603118E2,6.506324351E1,2.559826915E1,3.210968649E1,4.959953442E1,1.693756700E0,2.746965332E2,1.618836589E0,6.000000000E0,3.000000000E0,3.600000000E1
3.771494278E2,6.506325019E1,2.559818524E1,3.219141843E1,4.968126183E1,1.764384508E0,2.727910461E2,1.623544007E0,6.000000000E0,3.000000000E0,3.900000000E1
3.781569121E2,6.506325979E1,2.559808744E1,3.243001949E1,4.991985812E1,1.855234265E0,2.814651794E2,1.628388805E0,6.000000000E0,3.000000000E0,3.700000000E1
3.791411570E2,6.506327188E1,2.559798816E1,3.285013097E1,5.033996541E1,1.941268206E0,2.812015381E2,1.633344699E0,6.000000000E0,3.000000000E0,3.700000000E1
3.801597183E2,6.506328137E1,2.559788487E1,3.318767366E1,5.067750289E1,2.062447548E0,2.802813416E2,1.640580376E0,6.000000000E0,3.000000000E0,3.600000000E1
3.811559801E2,6.506330139E1,2.559773802E1,3.296670617E1,5.045652978E1,2.166559458E0,2.788028564E2,1.646601807E0,6.000000000E0,3.000000000E0,3.600000000E1
3.821680779E2,6.506331507E1,2.559761375E1,3.269354400E1,5.018336198E1,2.263242722E0,2.752297363E2,1.653513801E0,6.000000000E0,3.000000000E0,3.600000000E1
3.831646191E2,6.506332125E1,2.559746704E1,3.244594668E1,4.993575524E1,2.350618839E0,2.724350891E2,1.661147800E0,6.000000000E0,3.000000000E0,3.700000000E1
3.841422205E2,6.506332730E1,2.559730484E1,3.197817587E1,4.946797380E1,2.424516678E0,2.750560608E2,1.667807031E0,6.000000000E0,3.000000000E0,3.500000000E1
3.851679319E2,6.506333330E1,2.559716351E1,3.233470332E1,4.982449219E1,2.480866671E0,2.825720520E2,1.672911160E0,6.000000000E0,3.000000000E0,3.700000000E1
3.861516893E2,6.506334260E1,2.559705690E1,3.245811224E1,4.994789560E1,2.524993896E0,2.768234558E2,1.677778611E0,6.000000000E0,3.000000000E0,3.700000000E1
3.871366606E2,6.506335524E1,2.559695749E1,3.240679626E1,4.989657559E1,2.570764303E0,2.786044006E2,1.684789913E0,6.000000000E0,3.000000000E0,3.700000000E1
3.881456322E2,6.506336708E1,2.559681060E1,3.234218299E1,4.983195447E1,2.625153542E0,2.803984070E2,1.690760048E0,6.000000000E0,3.000000000E0,3.700000000E1
3.891623120E2,6.506338460E1,2.559669023E1,3.282982620E1,5.031959341E1,2.622834682E0,2.813255005E2,1.694784794E0,6.000000000E0,3.000000000E0,3.600000000E1
3.901658237E2,6.506339492E1,2.559660794E1,3.277101172E1,5.026077555E1,2.667184591E0,2.792462463E2,1.701142515E0,6.000000000E0,3.000000000E0,3.600000000E1
3.911655055E2,6.506340106E1,2.559647311E1,3.179516845E1,4.928492377E1,2.766835928E0,2.790387573E2,1.707290985E0,6.000000000E0,3.000000000E0,3.600000000E1
3.921561141E2,6.506341629E1,2.559634704E1,3.268299962E1,5.017274961E1,2.853927612E0,2.785455322E2,1.713189174E0,6.000000000E0,3.000000000E0,3.700000000E1
3.931588871E2,6.506342410E1,2.559622260E1,3.176526664E1,4.925500938E1,2.917161942E0,2.703556213E2,1.718578489E0,6.000000000E0,3.000000000E0,3.600000000E1
3.941535521E2,6.506343366E1,2.559610990E1,3.236617326E1,4.985591012E1,2.980404139E0,2.792965088E2,1.724292819E0,6.000000000E0,3.000000000E0,3.600000000E1
3.951584828E2,6.506344605E1,2.559599161E1,3.248746713E1,4.997719846E1,3.077610493E0,2.803129578E2,1.731454866E0,6.000000000E0,3.000000000E0,3.600000000E1
3.961579105E2,6.506345956E1,2.559584223E1,3.395922931E1,5.144895308E1,3.109310389E0,2.755462646E2,1.735882930E0,6.000000000E0,3.000000000E0,3.600000000E1
3.971600616E2,6.506346455E1,2.559574853E1,3.313115101E1,5.062086908E1,3.165814161E0,2.734002075E2,1.742814844E0,6.000000000E0,3.000000000E0,3.800000000E1
3.981441198E2,6.506347552E1,2.559560297E1,3.327711882E1,5.076682892E1,3.197305679E0,2.854425964E2,1.748488373E0,6.000000000E0,3.000000000E0,3.700000000E1
3.991492636E2,6.506348667E1,2.559548488E1,3.289604946E1,5.038575371E1,3.259935379E0,2.753548279E2,1.755324199E0,6.000000000E0,3.000000000E0,3.600000000E1
4.001333947E2,6.506349522E1,2.559534048E1,3.178740055E1,4.927709626E1,3.350019217E0,2.737038574E2,1.761671445E0,6.000000000E0,3.000000000E0,3.700000000E1
4.011603050E2,6.506350491E1,2.559520706E1,3.243827544E1,4.992796375E1,3.449183226E0,2.831117249E2,1.767941036E0,4.000000000E0,3.000000000E0,3.500000000E1
4.021680488E2,6.506351942E1,2.559507783E1,3.247876515E1,4.996844771E1,3.536737680E0,2.801056824E2,1.773752152E0,4.000000000E0,3.000000000E0,3.700000000E1
4.031712613E2,6.506353313E1,2.559495822E1,3.227154509E1,4.976122243E1,3.610743284E0,2.820422058E2,1.779001438E0,4.000000000E0,3.000000000E0,3.800000000E1
4.041450364E2,6.506354441E1,2.559484949E1,3.215345472E1,4.964312697E1,3.680859804E0,2.811469727E2,1.784681862E0,4.000000000E0,3.000000000E0,3.600000000E1
4.051581969E2,6.506355753E1,2.559473239E1,3.253168173E1,5.002134878E1,3.735712051E0,2.799750061E2,1.790085790E0,4.000000000E0,3.000000000E0,3.800000000E1
4.061692583E2,6.506356587E1,2.559461883E1,3.253038484E1,5.002004562E1,3.793330193E0,2.801889648E2,1.796138786E0,4.000000000E0,3.000000000E0,3.800000000E1
4.071434834E2,6.506357334E1,2.559449094E1,3.309209623E1,5.058174942E1,3.882519245E0,2.785281677E2,1.801722820E0,4.000000000E0,3.000000000E0,3.900000000E1
4.081395997E2,6.506358050E1,2.559437305E1,3.319032129E1,5.067996756E1,3.951539278E0,2.787562866E2,1.806446306E0,4.000000000E0,3.000000000E0,3.800000000E1
4.091586521E2,6.506358832E1,2.559427401E1,3.189941772E1,4.938905869E1,3.983556986E0,2.741510315E2,1.810694701E0,4.000000000E0,3.000000000E0,3.800000000E1
4.101637526E2,6.506359385E1,2.559418434E1,3.243250549E1,4.992214122E1,3.986911058E0,2.769089661E2,1.814806735E0,4.000000000E0,3.000000000E0,3.900000000E1
4.111552183E2,6.506359832E1,2.559409728E1,3.245441963E1,4.994405003E1,3.979673862E0,2.731150818E2,1.819272695E0,4.000000000E0,3.000000000E0,3.700000000E1
4.121524904E2,6.506359291E1,2.559400288E1,3.205376999E1,4.954339174E1,3.990658998E0,2.678852234E2,1.823456095E0,4.000000000E0,3.000000000E0,3.800000000E1
4.131393894E2,6.506358997E1,2.559391392E1,3.179511240E1,4.928472659E1,3.996435881E0,2.665869446E2,1.828042885E0,4.000000000E0,3.000000000E0,3.900000000E1
4.141624284E2,6.506359407E1,2.559381656E1,3.171824881E1,4.920785679E1,3.992075920E0,2.672411194E2,1.831719539E0,4.000000000E0,3.000000000E0,3.800000000E1
4.151546996E2,6.506359730E1,2.559373851E1,3.185273893E1,4.934234190E1,3.982381105E0,2.718845520E2,1.836619129E0,4.000000000E0,3.000000000E0,3.700000000E1
4.161551910E2,6.506359611E1,2.559363404E1,3.209965700E1,4.958925174E1,3.991430759E0,2.696793213E2,1.841356161E0,4.000000000E0,3.000000000E0,3.800000000E1
4.171590014E2,6.506359548E1,2.559353301E1,3.221259700E1,4.970218393E1,4.003945351E0,2.686065369E2,1.845537422E0,4.000000000E0,3.000000000E0,3.800000000E1
4.181591861E2,6.506359428E1,2.559344387E1,3.217242329E1,4.966200313E1,4.007699490E0,2.683180542E2,1.849635185E0,4.000000000E0,3.000000000E0,3.800000000E1
4.191640984E2,6.506359371E1,2.559335647E1,3.240141982E1,4.989099289E1,3.972868204E0,2.670451660E2,1.853460593E0,4.000000000E0,3.000000000E0,3.800000000E1
4.201624048E2,6.506359220E1,2.559327495E1,3.206156712E1,4.955113360E1,3.950150728E0,2.638707275E2,1.857763472E0,4.000000000E0,3.000000000E0,3.800000000E1
4.211276643E2,6.506359079E1,2.559318323E1,3.190885311E1,4.939841226E1,3.894610882E0,2.667049561E2,1.861313174E0,4.000000000E0,3.000000000E0,3.800000000E1
4.221574377E2,6.506358912E1,2.559310761E1,3.160085683E1,4.909040980E1,3.830783367E0,2.662352905E2,1.865283422E0,4.000000000E0,3.000000000E0,3.800000000E1
4.231664582E2,6.506359091E1,2.559302303E1,3.174729241E1,4.923683948E1,3.767782927E0,2.691523743E2,1.869151034E0,4.000000000E0,3.000000000E0,3.900000000E1
4.241372342E2,6.506359537E1,2.559294121E1,3.249713649E1,4.998667863E1,3.705965757E0,2.720703735E2,1.873905531E0,4.000000000E0,3.000000000E0,3.800000000E1
4.251476776E2,6.506360030E1,2.559284048E1,3.198935647E1,4.947889237E1,3.647974253E0,2.778015747E2,1.877100801E0,4.000000000E0,3.000000000E0,3.700000000E1
4.261382996E2,6.506360713E1,2.559277427E1,3.177392259E1,4.926345540E1,3.588094473E0,2.749826965E2,1.880461849E0,4.000000000E0,3.000000000E0,3.800000000E1
4.271377479E2,6.506361420E1,2.559270457E1,3.155905796E1,4.904858747E1,3.523739815E0,2.816439819E2,1.883849892E0,4.000000000E0,3.000000000E0,3.800000000E1
4.281624543E2,6.506361987E1,2.559263356E1,3.044268450E1,4.793221024E1,3.474053144E0,2.779166260E2,1.888017720E0,4.000000000E0,3.000000000E0,3.800000000E1
4.291418874E2,6.506362517E1,2.559254555E1,2.994513851E1,4.743465909E1,3.428210974E0,2.747537842E2,1.892107452E0,4.000000000E0,3.000000000E0,3.800000000E1
4.301540248E2,6.506363155E1,2.559245964E1,3.027421505E1,4.776373092E1,3.380596638E0,2.755776672E2,1.895341649E0,4.000000000E0,3.000000000E0,3.700000000E1
4.311510592E2,6.506363640E1,2.559239162E1,3.033978434E1,4.782929643E1,3.309436560E0,2.775810852E2,1.898137730E0,4.000000000E0,3.000000000E0,3.800000000E1
4.321601590E2,6.506364260E1,2.559233382E1,2.960980067E1,4.709931013E1,3.227359772E0,2.878293762E2,1.901361317E0,4.000000000E0,3.000000000E0,3.700000000E1
4.331649952E2,6.506365177E1,2.559226859E1,2.905949435E1,4.654900145E1,3.182652235E0,2.844922180E2,1.906195892E0,6.000000000E0,3.000000000E0,3.800000000E1
4.341584868E2,6.506366713E1,2.559217211E1,2.926940497E1,4.675890910E1,3.140804768E0,2.844573669E2,1.909255071E0,6.000000000E0,3.000000000E0,3.700000000E1
4.351585258E2,6.506367420E1,2.559210905E1,2.971601671E1,4.720551806E1,3.094394445E0,2.824552002E2,1.912655399E0,6.000000000E0,3.000000000E0,3.800000000E1
4.361672751E2,6.506368445E1,2.559204071E1,3.023087127E1,4.772037034E1,3.044788837E0,2.834639282E2,1.915803688E0,6.000000000E0,3.000000000E0,3.900000000E1
4.371623592E2,6.506369161E1,2.559197574E1,3.003458615E1,4.752408232E1,3.023728609E0,2.825696106E2,1.920042400E0,6.000000000E0,3.000000000E0,3.800000000E1
4.381638330E2,6.506371041E1,2.559189709E1,3.084782128E1,4.833731680E1,2.952556849E0,2.849626160E2,1.922322816E0,6.000000000E0,3.000000000E0,3.800000000E1
4.391350957E2,6.506371749E1,2.559185143E1,3.062775073E1,4.811724479E1,2.898378611E0,2.870084839E2,1.925142947E0,6.000000000E0,3.000000000E0,3.800000000E1
4.401314870E2,6.506372854E1,2.559179729E1,3.006881692E1,4.755831000E1,2.835479498E0,2.909294128E2,1.927877102E0,6.000000000E0,3.000000000E0,3.700000000E1
4.411458431E2,6.506373519E1,2.559174114E1,2.976789142E1,4.725738213E1,2.758163452E0,2.922323608E2,1.930232452E0,6.000000000E0,3.000000000E0,3.800000000E1
4.421595529E2,6.506374244E1,2.559169393E1,2.918783402E1,4.667732320E1,2.663936377E0,2.873933411E2,1.932414389E0,6.000000000E0,3.000000000E0,3.800000000E1
4.431687500E2,6.506375203E1,2.559165332E1,2.890073176E1,4.639022058E1,2.574256420E0,2.932405701E2,1.935212726E0,6.000000000E0,3.000000000E0,3.700000000E1
4.441592591E2,6.506376634E1,2.559160422E1,2.909369476E1,4.658318389E1,2.491336107E0,2.992121277E2,1.937715349E0,6.000000000E0,3.000000000E0,3.700000000E1
4.451490873E2,6.506378117E1,2.559156407E1,2.898456383E1,4.647405411E1,2.438831091E0,3.025342407E2,1.940825733E0,6.000000000E0,3.000000000E0,3.700000000E1
4.461584154E2,6.506380027E1,2.559151560E1,2.920096055E1,4.669045254E1,2.414055824E0,3.115711060E2,1.944234880E0,6.000000000E0,3.000000000E0,3.700000000E1
4.471713907E2,6.506382247E1,2.559146545E1,2.897075629E1,4.646025076E1,2.393012285E0,3.091487122E2,1.947238915E0,6.000000000E0,3.000000000E0,3.800000000E1
4.481627121E2,6.506384445E1,2.559142819E1,2.948576841E1,4.697526625E1,2.357331991E0,3.113277588E2,1.950386028E0,6.000000000E0,3.000000000E0,3.700000000E1
4.491541901E2,6.506386674E1,2.559138681E1,2.941864574E1,4.690814674E1,2.334919453E0,3.141028748E2,1.953748866E0,6.000000000E0,3.000000000E0,3.700000000E1
4.501516928E2,6.506389105E1,2.559134413E1,2.959880256E1,4.708830718E1,2.321380377E0,3.154786072E2,1.957149156E0,6.000000000E0,3.000000000E0,3.700000000E1
4.511395224E2,6.506391552E1,2.559130065E1,2.948650560E1,4.697601384E1,2.297434092E0,3.114321289E2,1.960818799E0,6.000000000E0,3.000000000E0,3.800000000E1
4.521554351E2,6.506393581E1,2.559123892E1,2.935423502E1,4.684374432E1,2.256877422E0,3.088817139E2,1.964256654E0,6.000000000E0,3.000000000E0,3.800000000E1
4.531518606E2,6.506395594E1,2.559118326E1,2.977246041E1,4.726197119E1,2.239514351E0,3.121528320E2,1.967733601E0,6.000000000E0,3.000000000E0,3.700000000E1
4.541468684E2,6.506397821E1,2.559113120E1,2.952405700E1,4.701357013E1,2.236640930E0,3.128259583E2,1.971243210E0,6.000000000E0,3.000000000E0,3.700000000E1
4.551570089E2,6.506399700E1,2.559107103E1,2.956257933E1,4.705209323E1,2.251904964E0,3.083971558E2,1.974771813E0,6.000000000E0,3.000000000E0,3.800000000E1
4.561309831E2,6.506401515E1,2.559100930E1,2.907908413E1,4.656859849E1,2.232171297E0,3.046342163E2,1.978174025E0,6.000000000E0,3.000000000E0,3.800000000E1
4.571459934E2,6.506402867E1,2.559094420E1,2.836364811E1,4.585316138E1,2.209892035E0,2.988329163E2,1.981631817E0,6.000000000E0,3.000000000E0,3.900000000E1
4.581681140E2,6.506404407E1,2.559088011E1,2.857175101E1,4.606126380E1,2.183843613E0,2.973988647E2,1.985159546E0,6.000000000E0,3.000000000E0,3.800000000E1
4.591588970E2,6.506406092E1,2.559081636E1,2.901582412E1,4.650533687E1,2.165377378E0,3.004586487E2,1.988260162E0,6.000000000E0,3.000000000E0,3.800000000E1
4.601653841E2,6.506407824E1,2.559076452E1,2.874477115E1,4.623428488E1,2.151228666E0,2.997920532E2,1.991556740E0,6.000000000E0,3.000000000E0,3.800000000E1
4.611524574E2,6.506409215E1,2.559070242E1,2.817854571E1,4.566805869E1,2.117915392E0,2.926687012E2,1.994667825E0,8.000000000E0,3.000000000E0,3.700000000E1
4.621640739E2,6.506410178E1,2.559064012E1,2.812059013E1,4.561010115E1,2.102175236E0,2.916259155E2,2.001423561E0,8.000000000E0,3.000000000E0,3.700000000E1
4.631565523E2,6.506413134E1,2.559051421E1,2.888263267E1,4.637214255E1,2.194908857E0,2.886503296E2,2.008869449E0,8.000000000E0,3.000000000E0,3.600000000E1
4.641412050E2,6.506416868E1,2.559038238E1,2.836732940E1,4.585683992E1,2.351358414E0,2.927218628E2,2.017917409E0,8.000000000E0,3.000000000E0,3.800000000E1
4.651412419E2,6.506420549E1,2.559021025E1,2.883910368E1,4.632861166E1,2.600709915E0,2.904364319E2,2.027006243E0,6.000000000E0,3.000000000E0,3.700000000E1
4.661511274E2,6.506424129E1,2.559003596E1,2.895658566E1,4.644609066E1,2.834145069E0,2.894444275E2,2.036910018E0,6.000000000E0,3.000000000E0,3.800000000E1
