"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.716936422E1,-4.643999863E1,-7.565999603E1,-1.681199951E2,1.901195446E2
1.717732930E1,-4.655999756E1,-7.511999512E1,-1.681799927E2,1.899877811E2
1.718532491E1,-4.661999893E1,-7.536000061E1,-1.682399902E2,1.901505938E2
1.719319845E1,-4.637999725E1,-7.505999756E1,-1.680000000E2,1.897606581E2
1.720113302E1,-4.637999725E1,-7.469999695E1,-1.684799957E2,1.900439493E2
1.720903707E1,-4.625999832E1,-7.500000000E1,-1.687200012E2,1.903455444E2
1.721697164E1,-4.631999969E1,-7.523999786E1,-1.683600006E2,1.901359762E2
1.722493673E1,-4.673999786E1,-7.565999603E1,-1.686600037E2,1.906705516E2
1.723281026E1,-4.703999710E1,-7.565999603E1,-1.684199982E2,1.905321288E2
1.724077535E1,-4.697999954E1,-7.613999939E1,-1.684799957E2,1.907614448E2
1.724867940E1,-4.668000031E1,-7.547999573E1,-1.689599915E2,1.908500220E2
1.725661397E1,-4.655999756E1,-7.541999817E1,-1.688399963E2,1.906907283E2
1.726460958E1,-4.620000076E1,-7.559999847E1,-1.689599915E2,1.907807080E2
1.727251363E1,-4.625999832E1,-7.487999725E1,-1.688999939E2,1.904578940E2
1.728044820E1,-4.631999969E1,-7.493999481E1,-1.691999969E2,1.907621141E2
1.728835225E1,-4.668000031E1,-7.505999756E1,-1.696199951E2,1.912693609E2
1.729628683E1,-4.691999817E1,-7.523999786E1,-1.699799957E2,1.917178720E2
1.730428243E1,-4.686000061E1,-7.554000092E1,-1.698000031E2,1.916616614E2
1.731218648E1,-4.691999817E1,-7.554000092E1,-1.693199921E2,1.912512423E2
1.732012105E1,-4.631999969E1,-7.577999878E1,-1.688999939E2,1.908280863E2
1.732805562E1,-4.620000076E1,-7.554000092E1,-1.681199951E2,1.900133273E2
1.733602071E1,-4.620000076E1,-7.541999817E1,-1.686600037E2,1.904437267E2
1.734401632E1,-4.625999832E1,-7.541999817E1,-1.684199982E2,1.902457867E2
1.735192037E1,-4.686000061E1,-7.505999756E1,-1.685999908E2,1.904096106E2
1.735982442E1,-4.668000031E1,-7.493999481E1,-1.688399963E2,1.905307577E2
1.736775899E1,-4.686000061E1,-7.523999786E1,-1.681799927E2,1.901089868E2
1.737572408E1,-4.686000061E1,-7.518000031E1,-1.684799957E2,1.903507317E2
1.738371969E1,-4.643999863E1,-7.547999573E1,-1.684199982E2,1.903134231E2
1.739159322E1,-4.686000061E1,-7.559999847E1,-1.684199982E2,1.904639473E2
1.739952779E1,-4.686000061E1,-7.554000092E1,-1.687799988E2,1.907585893E2
1.740746236E1,-4.709999847E1,-7.595999908E1,-1.688399963E2,1.910373672E2
1.741539693E1,-4.703999710E1,-7.547999573E1,-1.689599915E2,1.909383927E2
1.742339254E1,-4.715999985E1,-7.523999786E1,-1.692599945E2,1.911388726E2
1.743129659E1,-4.745999908E1,-7.518000031E1,-1.691399994E2,1.910832890E2
1.743923116E1,-4.691999817E1,-7.481999969E1,-1.695000000E2,1.911276238E2
1.744719625E1,-4.697999954E1,-7.518000031E1,-1.693199921E2,1.911240762E2
1.745516134E1,-4.709999847E1,-7.511999512E1,-1.690199890E2,1.908642979E2
1.746315694E1,-4.679999924E1,-7.493999481E1,-1.691399994E2,1.908260521E2
1.747106100E1,-4.691999817E1,-7.511999512E1,-1.686600037E2,1.905011725E2
1.747899556E1,-4.661999893E1,-7.481999969E1,-1.685399933E2,1.902030126E2
1.748693014E1,-4.620000076E1,-7.511999512E1,-1.687200012E2,1.903782880E2
1.749486470E1,-4.631999969E1,-7.559999847E1,-1.687799988E2,1.906504396E2
1.750282979E1,-4.655999756E1,-7.547999573E1,-1.690800018E2,1.909269760E2
1.751073385E1,-4.721999741E1,-7.583999634E1,-1.693799896E2,1.914967730E2
1.751866842E1,-4.709999847E1,-7.559999847E1,-1.693799896E2,1.913722825E2
1.752657247E1,-4.715999985E1,-7.518000031E1,-1.695000000E2,1.913278548E2
1.753450704E1,-4.715999985E1,-7.511999512E1,-1.695000000E2,1.913042845E2
1.754247213E1,-4.697999954E1,-7.493999481E1,-1.695000000E2,1.911893647E2
1.755040670E1,-4.709999847E1,-7.481999969E1,-1.691399994E2,1.908527747E2
1.755834127E1,-4.697999954E1,-7.481999969E1,-1.691399994E2,1.908231959E2
1.756621480E1,-4.686000061E1,-7.469999695E1,-1.686600037E2,1.903211655E2
1.757414937E1,-4.691999817E1,-7.463999939E1,-1.684799957E2,1.901528982E2
1.758211446E1,-4.715999985E1,-7.476000214E1,-1.687799988E2,1.905250941E2
1.759001851E1,-4.691999817E1,-7.500000000E1,-1.684799957E2,1.902944959E2
1.759795308E1,-4.715999985E1,-7.500000000E1,-1.687200012E2,1.905662730E2
1.760588766E1,-4.709999847E1,-7.500000000E1,-1.690199890E2,1.908171023E2
1.761382222E1,-4.703999710E1,-7.529999542E1,-1.689599915E2,1.908673082E2
1.762178731E1,-4.727999878E1,-7.518000031E1,-1.687799988E2,1.907200008E2
1.762969137E1,-4.703999710E1,-7.518000031E1,-1.689599915E2,1.908200002E2
1.763762594E1,-4.739999771E1,-7.511999512E1,-1.688399963E2,1.907792384E2
1.764556051E1,-4.734000015E1,-7.487999725E1,-1.684799957E2,1.903512505E2
1.765349508E1,-4.721999741E1,-7.493999481E1,-1.687200012E2,1.905575236E2
1.766146016E1,-4.691999817E1,-7.536000061E1,-1.687200012E2,1.906490355E2
1.766936422E1,-4.655999756E1,-7.529999542E1,-1.687200012E2,1.905370344E2
1.767729879E1,-4.637999725E1,-7.547999573E1,-1.690800018E2,1.908831604E2
1.768523336E1,-4.620000076E1,-7.523999786E1,-1.689599915E2,1.906383384E2
1.769316793E1,-4.631999969E1,-7.481999969E1,-1.681799927E2,1.898106548E2
1.770113302E1,-4.595999908E1,-7.487999725E1,-1.676999969E2,1.893214845E2
1.770903707E1,-4.620000076E1,-7.469999695E1,-1.675800018E2,1.892025016E2
1.771694112E1,-4.631999969E1,-7.511999512E1,-1.678799896E2,1.896635098E2
1.772487569E1,-4.637999725E1,-7.554000092E1,-1.684799957E2,1.903756939E2
1.773281026E1,-4.655999756E1,-7.583999634E1,-1.685999908E2,1.906449457E2
1.774080587E1,-4.655999756E1,-7.590000153E1,-1.688399963E2,1.908810833E2
1.774867940E1,-4.650000000E1,-7.559999847E1,-1.687200012E2,1.906411513E2
1.775664449E1,-4.650000000E1,-7.559999847E1,-1.687799988E2,1.906942520E2
1.776457906E1,-4.668000031E1,-7.536000061E1,-1.689599915E2,1.908025965E2
1.777254415E1,-4.661999893E1,-7.536000061E1,-1.686600037E2,1.905223106E2
1.778047872E1,-4.650000000E1,-7.559999847E1,-1.688999939E2,1.908004657E2
1.778835225E1,-4.703999710E1,-7.536000061E1,-1.687200012E2,1.906786035E2
1.779634786E1,-4.679999924E1,-7.536000061E1,-1.688399963E2,1.907257560E2
1.780428243E1,-4.643999863E1,-7.536000061E1,-1.692599945E2,1.910098136E2
1.781224752E1,-4.643999863E1,-7.505999756E1,-1.689599915E2,1.906256945E2
1.782024312E1,-4.631999969E1,-7.554000092E1,-1.684799957E2,1.903610860E2
1.782811666E1,-4.643999863E1,-7.559999847E1,-1.686600037E2,1.905734244E2
1.783605123E1,-4.668000031E1,-7.529999542E1,-1.685999908E2,1.904601498E2
1.784398580E1,-4.661999893E1,-7.523999786E1,-1.684199982E2,1.902623908E2
1.785192037E1,-4.650000000E1,-7.500000000E1,-1.689599915E2,1.906167063E2
1.785991598E1,-4.643999863E1,-7.518000031E1,-1.684799957E2,1.902477723E2
1.786782003E1,-4.661999893E1,-7.523999786E1,-1.687200012E2,1.905280042E2
1.787578512E1,-4.686000061E1,-7.547999573E1,-1.691999969E2,1.911065891E2
1.788371969E1,-4.668000031E1,-7.529999542E1,-1.689599915E2,1.907789046E2
1.789165426E1,-4.650000000E1,-7.554000092E1,-1.692599945E2,1.910954931E2
1.789964986E1,-4.625999832E1,-7.565999603E1,-1.684799957E2,1.903941475E2
1.790752340E1,-4.607999802E1,-7.572000122E1,-1.683000031E2,1.902150778E2
1.791548848E1,-4.589999771E1,-7.601999664E1,-1.685999908E2,1.905565706E2
1.792339254E1,-4.589999771E1,-7.536000061E1,-1.680599976E2,1.898159695E2
1.793132711E1,-4.589999771E1,-7.529999542E1,-1.681799927E2,1.898984177E2
1.793929220E1,-4.607999802E1,-7.523999786E1,-1.681199951E2,1.898651001E2
1.794719625E1,-4.607999802E1,-7.481999969E1,-1.678199921E2,1.894332292E2
1.795513082E1,-4.625999832E1,-7.493999481E1,-1.684799957E2,1.901091771E2
1.796306539E1,-4.673999786E1,-7.493999481E1,-1.689599915E2,1.906518002E2
1.797099996E1,-4.679999924E1,-7.476000214E1,-1.690199890E2,1.906490350E2
1.797899556E1,-4.721999741E1,-7.493999481E1,-1.688999939E2,1.907169078E2
1.798686910E1,-4.800000000E1,-7.469999695E1,-1.690800018E2,1.909767959E2
1.799483419E1,-4.757999802E1,-7.500000000E1,-1.687200012E2,1.906706454E2
1.800276876E1,-4.745999908E1,-7.493999481E1,-1.690800018E2,1.909358567E2
1.801070333E1,-4.697999954E1,-7.511999512E1,-1.691399994E2,1.909410208E2
1.801869893E1,-4.643999863E1,-7.536000061E1,-1.688399963E2,1.906377390E2
1.802660299E1,-4.631999969E1,-7.511999512E1,-1.690199890E2,1.906733141E2
1.803453756E1,-4.679999924E1,-7.523999786E1,-1.687200012E2,1.905721281E2
1.804247213E1,-4.686000061E1,-7.493999481E1,-1.686600037E2,1.904154913E2
1.805040670E1,-4.643999863E1,-7.487999725E1,-1.686600037E2,1.902889495E2
1.805840230E1,-4.643999863E1,-7.500000000E1,-1.685999908E2,1.902830271E2
1.806633687E1,-4.620000076E1,-7.493999481E1,-1.686600037E2,1.902541451E2
1.807427144E1,-4.643999863E1,-7.500000000E1,-1.686600037E2,1.903362034E2
1.808223653E1,-4.668000031E1,-7.469999695E1,-1.685999908E2,1.902237338E2
1.809017110E1,-4.673999786E1,-7.493999481E1,-1.683000031E2,1.900671493E2
1.809816671E1,-4.691999817E1,-7.511999512E1,-1.683000031E2,1.901825200E2
1.810607076E1,-4.691999817E1,-7.511999512E1,-1.686600037E2,1.905011725E2
1.811403585E1,-4.703999710E1,-7.577999878E1,-1.685399933E2,1.906858644E2
1.812197042E1,-4.757999802E1,-7.554000092E1,-1.690199890E2,1.911489070E2
1.812993551E1,-4.703999710E1,-7.565999603E1,-1.688999939E2,1.909565507E2
1.813793111E1,-4.679999924E1,-7.559999847E1,-1.684799957E2,1.905022537E2
1.814583516E1,-4.613999939E1,-7.554000092E1,-1.687200012E2,1.905298667E2
1.815376974E1,-4.553999710E1,-7.554000092E1,-1.683000031E2,1.900133524E2
1.816173482E1,-4.589999771E1,-7.554000092E1,-1.685399933E2,1.903124559E2
1.816966939E1,-4.625999832E1,-7.547999573E1,-1.684799957E2,1.903226896E2
1.817766500E1,-4.691999817E1,-7.523999786E1,-1.684199982E2,1.903361219E2
1.818553853E1,-4.727999878E1,-7.518000031E1,-1.688399963E2,1.907730985E2
1.819350362E1,-4.752000046E1,-7.500000000E1,-1.687200012E2,1.906556825E2
1.820143819E1,-4.697999954E1,-7.505999756E1,-1.688999939E2,1.907048283E2
1.820940328E1,-4.661999893E1,-7.529999542E1,-1.688999939E2,1.907110945E2
1.821739888E1,-4.613999939E1,-7.547999573E1,-1.684799957E2,1.902935581E2
1.822530294E1,-4.577999878E1,-7.547999573E1,-1.681199951E2,1.898877848E2
1.823323751E1,-4.607999802E1,-7.559999847E1,-1.684799957E2,1.903266533E2
1.824117208E1,-4.602000046E1,-7.554000092E1,-1.683000031E2,1.901289647E2
1.824910665E1,-4.613999939E1,-7.529999542E1,-1.682399902E2,1.900096923E2
1.825710225E1,-4.589999771E1,-7.554000092E1,-1.687799988E2,1.905250365E2
1.826500631E1,-4.577999878E1,-7.541999817E1,-1.685399933E2,1.902359423E2
1.827294088E1,-4.595999908E1,-7.529999542E1,-1.688999939E2,1.905508299E2
1.828090597E1,-4.565999985E1,-7.554000092E1,-1.691399994E2,1.907864427E2
1.828884054E1,-4.595999908E1,-7.547999573E1,-1.690800018E2,1.907815460E2
1.829683614E1,-4.625999832E1,-7.565999603E1,-1.686600037E2,1.905534552E2
1.830474019E1,-4.620000076E1,-7.518000031E1,-1.685399933E2,1.902424817E2
1.831270528E1,-4.673999786E1,-7.505999756E1,-1.687799988E2,1.905395461E2
1.832060933E1,-4.673999786E1,-7.481999969E1,-1.685399933E2,1.902324607E2
1.832854390E1,-4.631999969E1,-7.505999756E1,-1.687200012E2,1.903837819E2
1.833653951E1,-4.686000061E1,-7.595999908E1,-1.690800018E2,1.911905545E2
1.834438253E1,-4.691999817E1,-7.565999603E1,-1.690199890E2,1.910331854E2
1.835234762E1,-4.686000061E1,-7.554000092E1,-1.690199890E2,1.909709614E2
1.836028219E1,-4.679999924E1,-7.523999786E1,-1.695599976E2,1.913162042E2
1.836821676E1,-4.650000000E1,-7.505999756E1,-1.693199921E2,1.909594537E2
1.837618184E1,-4.620000076E1,-7.523999786E1,-1.693799896E2,1.910106757E2
1.838408590E1,-4.620000076E1,-7.536000061E1,-1.693799896E2,1.910579772E2
1.839202047E1,-4.668000031E1,-7.565999603E1,-1.691399994E2,1.910806029E2
1.839995504E1,-4.679999924E1,-7.529999542E1,-1.687200012E2,1.905958238E2
1.840788961E1,-4.679999924E1,-7.536000061E1,-1.684199982E2,1.903540528E2
1.841585470E1,-4.679999924E1,-7.523999786E1,-1.684799957E2,1.903596758E2
1.842372823E1,-4.686000061E1,-7.505999756E1,-1.679400024E2,1.898254654E2
1.843172384E1,-4.661999893E1,-7.536000061E1,-1.681799927E2,1.900975116E2
1.843965841E1,-4.691999817E1,-7.523999786E1,-1.684199982E2,1.903361219E2
1.844762350E1,-4.703999710E1,-7.565999603E1,-1.682399902E2,1.903730302E2
1.845561910E1,-4.703999710E1,-7.572000122E1,-1.688399963E2,1.909272748E2
1.846349264E1,-4.727999878E1,-7.572000122E1,-1.687799988E2,1.909335090E2
1.847145772E1,-4.691999817E1,-7.577999878E1,-1.683000031E2,1.904441794E2
1.847942281E1,-4.650000000E1,-7.536000061E1,-1.683600006E2,1.902274152E2
1.848738790E1,-4.607999802E1,-7.511999512E1,-1.680599976E2,1.897644399E2
1.849538350E1,-4.541999817E1,-7.518000031E1,-1.683000031E2,1.898417755E2
1.850325704E1,-4.577999878E1,-7.523999786E1,-1.687799988E2,1.903773977E2
1.851122213E1,-4.577999878E1,-7.572000122E1,-1.687799988E2,1.905676123E2
1.851918722E1,-4.577999878E1,-7.608000183E1,-1.685399933E2,1.904985677E2
1.852709127E1,-4.584000015E1,-7.577999878E1,-1.681799927E2,1.900747847E2
1.853505636E1,-4.595999908E1,-7.583999634E1,-1.681799927E2,1.901276847E2
1.854292989E1,-4.631999969E1,-7.565999603E1,-1.683000031E2,1.902494899E2
1.855086446E1,-4.625999832E1,-7.518000031E1,-1.687200012E2,1.904165400E2
1.855876851E1,-4.668000031E1,-7.547999573E1,-1.690199890E2,1.909031400E2
1.856670308E1,-4.643999863E1,-7.554000092E1,-1.685399933E2,1.904434156E2
1.857466817E1,-4.643999863E1,-7.554000092E1,-1.680000000E2,1.899656948E2
1.858257222E1,-4.673999786E1,-7.572000122E1,-1.685399933E2,1.905882350E2
1.859050680E1,-4.637999725E1,-7.536000061E1,-1.683000031E2,1.901450101E2
1.859844137E1,-4.655999756E1,-7.536000061E1,-1.684199982E2,1.902951887E2
1.860637594E1,-4.631999969E1,-7.554000092E1,-1.688399963E2,1.906797799E2
1.861434102E1,-4.553999710E1,-7.559999847E1,-1.679400024E2,1.897184638E2
1.862221456E1,-4.602000046E1,-7.583999634E1,-1.680000000E2,1.899830137E2
1.863017965E1,-4.547999954E1,-7.523999786E1,-1.681199951E2,1.897203742E2
1.863808370E1,-4.559999847E1,-7.487999725E1,-1.678799896E2,1.893939407E2
1.864604879E1,-4.577999878E1,-7.476000214E1,-1.680599976E2,1.895495423E2
1.865404439E1,-4.536000061E1,-7.458000183E1,-1.680000000E2,1.893243416E2
1.866194845E1,-4.589999771E1,-7.518000031E1,-1.683600006E2,1.900103472E2
1.866988302E1,-4.613999939E1,-7.511999512E1,-1.684799957E2,1.901510509E2
1.867781759E1,-4.650000000E1,-7.554000092E1,-1.683600006E2,1.902987954E2
1.868575216E1,-4.655999756E1,-7.583999634E1,-1.679400024E2,1.900615238E2
1.869374776E1,-4.595999908E1,-7.590000153E1,-1.673399963E2,1.894090973E2
1.870165182E1,-4.571999741E1,-7.619999695E1,-1.672799988E2,1.894184671E2
1.870961690E1,-4.589999771E1,-7.595999908E1,-1.675800018E2,1.896306628E2
1.871755147E1,-4.589999771E1,-7.547999573E1,-1.677599945E2,1.895981416E2
1.872548604E1,-4.637999725E1,-7.547999573E1,-1.681199951E2,1.900333304E2
1.873348165E1,-4.643999863E1,-7.547999573E1,-1.682399902E2,1.901541415E2
1.874138570E1,-4.661999893E1,-7.565999603E1,-1.680599976E2,1.901105523E2
1.874928975E1,-4.673999786E1,-7.613999939E1,-1.681199951E2,1.903845048E2
1.875725484E1,-4.643999863E1,-7.613999939E1,-1.683000031E2,1.904701132E2
1.876518941E1,-4.589999771E1,-7.637999725E1,-1.685399933E2,1.906474314E2
1.877312398E1,-4.584000015E1,-7.619999695E1,-1.686600037E2,1.906670973E2
1.878102804E1,-4.584000015E1,-7.619999695E1,-1.691999969E2,1.911449296E2
1.878896261E1,-4.613999939E1,-7.631999969E1,-1.691999969E2,1.912649494E2
1.879686666E1,-4.661999893E1,-7.625999451E1,-1.688399963E2,1.910391463E2
1.880480123E1,-4.637999725E1,-7.661999512E1,-1.688399963E2,1.911247555E2
1.881279683E1,-4.631999969E1,-7.643999481E1,-1.685399933E2,1.907730183E2
1.882070089E1,-4.607999802E1,-7.595999908E1,-1.682399902E2,1.902576726E2
1.882866598E1,-4.559999847E1,-7.583999634E1,-1.680599976E2,1.899347985E2
1.883660054E1,-4.559999847E1,-7.518000031E1,-1.680000000E2,1.896190716E2
1.884450460E1,-4.565999985E1,-7.511999512E1,-1.681199951E2,1.897160563E2
1.885250020E1,-4.577999878E1,-7.554000092E1,-1.679400024E2,1.897523240E2
1.886037374E1,-4.655999756E1,-7.536000061E1,-1.687799988E2,1.906138795E2
1.886833883E1,-4.655999756E1,-7.536000061E1,-1.688999939E2,1.907201379E2
1.887624288E1,-4.655999756E1,-7.523999786E1,-1.688399963E2,1.906196082E2
1.888420797E1,-4.679999924E1,-7.511999512E1,-1.691399994E2,1.908968124E2
1.889214254E1,-4.661999893E1,-7.487999725E1,-1.685999908E2,1.902797814E2
1.890001607E1,-4.686000061E1,-7.518000031E1,-1.682399902E2,1.901383349E2
1.890795064E1,-4.673999786E1,-7.493999481E1,-1.683000031E2,1.900671493E2
1.891588521E1,-4.631999969E1,-7.481999969E1,-1.684199982E2,1.900233420E2
1.892381978E1,-4.650000000E1,-7.481999969E1,-1.681799927E2,1.898546610E2
1.893175435E1,-4.668000031E1,-7.493999481E1,-1.682399902E2,1.899992620E2
1.893965841E1,-4.668000031E1,-7.547999573E1,-1.681799927E2,1.901598331E2
1.894756246E1,-4.661999893E1,-7.511999512E1,-1.676399994E2,1.895246880E2
1.895549703E1,-4.589999771E1,-7.505999756E1,-1.675199890E2,1.892188145E2
1.896343160E1,-4.559999847E1,-7.476000214E1,-1.674599915E2,1.889742483E2
1.897142720E1,-4.565999985E1,-7.422000122E1,-1.667399902E2,1.881373661E2
1.897933126E1,-4.589999771E1,-7.440000153E1,-1.665599976E2,1.881074236E2
1.898726583E1,-4.613999939E1,-7.433999634E1,-1.663799896E2,1.879830725E2
1.899523092E1,-4.620000076E1,-7.458000183E1,-1.658399963E2,1.876153542E2
1.900313497E1,-4.650000000E1,-7.469999695E1,-1.661399994E2,1.880022312E2
1.901110006E1,-4.643999863E1,-7.463999939E1,-1.661999969E2,1.880166002E2
1.901900411E1,-4.650000000E1,-7.487999725E1,-1.666799927E2,1.885510115E2
1.902693868E1,-4.589999771E1,-7.481999969E1,-1.673999939E2,1.890174598E2
1.903487325E1,-4.541999817E1,-7.500000000E1,-1.680000000E2,1.895045547E2
1.904280782E1,-4.541999817E1,-7.505999756E1,-1.683000031E2,1.897942847E2
1.905080343E1,-4.595999908E1,-7.500000000E1,-1.684799957E2,1.900600707E2
1.905870748E1,-4.668000031E1,-7.487999725E1,-1.683000031E2,1.900287543E2
1.906664205E1,-4.697999954E1,-7.505999756E1,-1.683600006E2,1.902267421E2
1.907457662E1,-4.643999863E1,-7.523999786E1,-1.683000031E2,1.901121295E2
1.908248067E1,-4.620000076E1,-7.554000092E1,-1.684799957E2,1.903319226E2
1.909041524E1,-4.595999908E1,-7.559999847E1,-1.688399963E2,1.906164359E2
1.909831930E1,-4.595999908E1,-7.536000061E1,-1.687200012E2,1.904150467E2
1.910625387E1,-4.650000000E1,-7.541999817E1,-1.688399963E2,1.906760879E2
1.911418844E1,-4.650000000E1,-7.523999786E1,-1.684799957E2,1.902861431E2
1.912215352E1,-4.650000000E1,-7.511999512E1,-1.683600006E2,1.901324630E2
1.913011861E1,-4.661999893E1,-7.529999542E1,-1.683600006E2,1.902330240E2
1.913802266E1,-4.655999756E1,-7.481999969E1,-1.685399933E2,1.901883147E2
1.914598775E1,-4.655999756E1,-7.469999695E1,-1.683000031E2,1.899284443E2
1.915389180E1,-4.686000061E1,-7.481999969E1,-1.683600006E2,1.901025561E2
1.916185689E1,-4.668000031E1,-7.476000214E1,-1.684199982E2,1.900878116E2
1.916979146E1,-4.709999847E1,-7.541999817E1,-1.685399933E2,1.905579054E2
1.917766500E1,-4.691999817E1,-7.547999573E1,-1.686600037E2,1.906434180E2
1.918559957E1,-4.625999832E1,-7.554000092E1,-1.687200012E2,1.905589620E2
1.919353414E1,-4.607999802E1,-7.565999603E1,-1.682399902E2,1.901380959E2
1.920146871E1,-4.602000046E1,-7.505999756E1,-1.683600006E2,1.899919300E2
1.920946432E1,-4.589999771E1,-7.493999481E1,-1.688399963E2,1.903411594E2
1.921733785E1,-4.655999756E1,-7.523999786E1,-1.685399933E2,1.903539335E2
1.922530294E1,-4.655999756E1,-7.511999512E1,-1.691399994E2,1.908381158E2
1.923326803E1,-4.625999832E1,-7.547999573E1,-1.688999939E2,1.906945860E2
1.924123311E1,-4.655999756E1,-7.547999573E1,-1.686600037E2,1.905551363E2
1.924922872E1,-4.637999725E1,-7.523999786E1,-1.692599945E2,1.909479174E2
1.925713277E1,-4.655999756E1,-7.529999542E1,-1.692599945E2,1.910153617E2
1.926506734E1,-4.631999969E1,-7.529999542E1,-1.691399994E2,1.908506512E2
1.927303243E1,-4.643999863E1,-7.547999573E1,-1.690800018E2,1.908977481E2
1.928093648E1,-4.650000000E1,-7.505999756E1,-1.685999908E2,1.903213339E2
1.928890157E1,-4.661999893E1,-7.487999725E1,-1.681199951E2,1.898546050E2
1.929680562E1,-4.686000061E1,-7.536000061E1,-1.681799927E2,1.901565126E2
1.930477071E1,-4.703999710E1,-7.536000061E1,-1.681199951E2,1.901478997E2
1.931270528E1,-4.703999710E1,-7.572000122E1,-1.680000000E2,1.901848572E2
1.932063985E1,-4.661999893E1,-7.583999634E1,-1.681199951E2,1.902352809E2
1.932863546E1,-4.625999832E1,-7.529999542E1,-1.681199951E2,1.899326447E2
1.933657003E1,-4.571999741E1,-7.541999817E1,-1.681199951E2,1.898494852E2
1.934450460E1,-4.571999741E1,-7.511999512E1,-1.681199951E2,1.897305052E2
1.935243917E1,-4.625999832E1,-7.536000061E1,-1.683000031E2,1.901157757E2
1.936037374E1,-4.686000061E1,-7.565999603E1,-1.683600006E2,1.904347249E2
1.936836934E1,-4.721999741E1,-7.565999603E1,-1.681799927E2,1.903645794E2
1.937627340E1,-4.721999741E1,-7.590000153E1,-1.683600006E2,1.906190657E2
1.938420797E1,-4.697999954E1,-7.559999847E1,-1.683000031E2,1.903874238E2
1.939214254E1,-4.697999954E1,-7.554000092E1,-1.682399902E2,1.903105525E2
1.940007711E1,-4.703999710E1,-7.541999817E1,-1.684199982E2,1.904369534E2
1.940807271E1,-4.721999741E1,-7.536000061E1,-1.683600006E2,1.904046944E2
1.941597677E1,-4.752000046E1,-7.583999634E1,-1.682399902E2,1.905637683E2
1.942394185E1,-4.721999741E1,-7.547999573E1,-1.682399902E2,1.903461379E2
1.943187642E1,-4.715999985E1,-7.554000092E1,-1.680599976E2,1.901960044E2
1.943984151E1,-4.679999924E1,-7.554000092E1,-1.681799927E2,1.902131478E2
1.944783712E1,-4.668000031E1,-7.518000031E1,-1.680599976E2,1.899347721E2
1.945571065E1,-4.673999786E1,-7.541999817E1,-1.678799896E2,1.898854772E2
1.946367574E1,-4.631999969E1,-7.505999756E1,-1.678199921E2,1.895866434E2
1.947157979E1,-4.655999756E1,-7.511999512E1,-1.676399994E2,1.895099376E2
1.947954488E1,-4.655999756E1,-7.518000031E1,-1.680000000E2,1.898522210E2
1.948750997E1,-4.679999924E1,-7.523999786E1,-1.677599945E2,1.897227265E2
1.949541402E1,-4.715999985E1,-7.518000031E1,-1.680000000E2,1.900002580E2
1.950331808E1,-4.703999710E1,-7.529999542E1,-1.680000000E2,1.900180271E2
1.951125265E1,-4.668000031E1,-7.554000092E1,-1.678199921E2,1.898653836E2
1.951921773E1,-4.655999756E1,-7.536000061E1,-1.684799957E2,1.903482914E2
1.952721334E1,-4.673999786E1,-7.554000092E1,-1.688399963E2,1.907822411E2
1.953511739E1,-4.655999756E1,-7.518000031E1,-1.687799988E2,1.905427873E2
1.954305196E1,-4.686000061E1,-7.529999542E1,-1.685999908E2,1.905043461E2
1.955098653E1,-4.655999756E1,-7.493999481E1,-1.683000031E2,1.900229650E2
1.955892110E1,-4.668000031E1,-7.541999817E1,-1.682399902E2,1.901890977E2
1.956688619E1,-4.697999954E1,-7.559999847E1,-1.681799927E2,1.902813445E2
1.957479024E1,-4.734000015E1,-7.536000061E1,-1.685399933E2,1.905936375E2
1.958272481E1,-4.770000076E1,-7.583999634E1,-1.683600006E2,1.907146689E2
1.959065938E1,-4.721999741E1,-7.559999847E1,-1.682399902E2,1.903937558E2
1.959859395E1,-4.691999817E1,-7.577999878E1,-1.686600037E2,1.907623948E2
1.960652852E1,-4.650000000E1,-7.577999878E1,-1.685399933E2,1.905533719E2
1.961443258E1,-4.631999969E1,-7.554000092E1,-1.686600037E2,1.905204213E2
1.962236715E1,-4.679999924E1,-7.523999786E1,-1.686600037E2,1.905190123E2
1.963030172E1,-4.673999786E1,-7.529999542E1,-1.685999908E2,1.904748635E2
1.963823629E1,-4.691999817E1,-7.541999817E1,-1.685999908E2,1.905665744E2
1.964623189E1,-4.697999954E1,-7.547999573E1,-1.691999969E2,1.911360486E2
1.965410543E1,-4.637999725E1,-7.559999847E1,-1.691999969E2,1.910369150E2
1.966207052E1,-4.661999893E1,-7.554000092E1,-1.691999969E2,1.910715965E2
1.967000509E1,-4.673999786E1,-7.511999512E1,-1.692599945E2,1.909884468E2
1.967797017E1,-4.655999756E1,-7.523999786E1,-1.685399933E2,1.903539335E2
1.968593526E1,-4.703999710E1,-7.518000031E1,-1.681799927E2,1.901297023E2
1.969380880E1,-4.668000031E1,-7.511999512E1,-1.679400024E2,1.898048485E2
1.970174337E1,-4.661999893E1,-7.500000000E1,-1.675800018E2,1.894240780E2
1.970967794E1,-4.655999756E1,-7.487999725E1,-1.675800018E2,1.893618345E2
1.971758199E1,-4.668000031E1,-7.476000214E1,-1.678199921E2,1.895564034E2
1.972557760E1,-4.686000061E1,-7.500000000E1,-1.678799896E2,1.897486510E2
1.973345113E1,-4.686000061E1,-7.518000031E1,-1.683000031E2,1.901914381E2
